# MS				mt(as^2) 	        mt(as^2+at^2)       mt(as^2+as^4)       mt(as^2+at^2+as^4)
500.				116.93259176451129	117.0195157768451	116.8484356953307	116.93495257619074
515.2052789556263	117.10419901584501	117.19161126753269	117.01945868451647	117.10646192338378
530.8729589274893	117.27425295442355	117.36214812731428	117.18893353015069	117.27641784259971
547.0171017884718	117.44277260539502	117.53114546654125	117.35687920207626	117.44483937480804
563.6521970408555	117.60977660169989	117.69862203465347	117.52331425558256	117.61174519235875
580.7931748207712	117.77528336308818	117.86459632449144	117.6882570388307	117.77715373131709
598.4554192981184	117.9393109515352	118.02908649852823	117.8517255554218	117.94108307936818
616.6547824839868	118.10187718477147	118.19211047246137	118.01373754896154	118.10355108639946
635.4075984579669	118.26299951998175	118.35368577759792	118.17431042446566	118.26457522725424
654.7306980281228	118.42269526302802	118.51382981337973	118.33346141909725	118.42417282670775
674.6414238367818	118.58098134682446	118.67255960564445	118.49120740670091	118.58236085410725
695.1576459257001	118.73787449532209	118.82989193859537	118.64756504102964	118.73915603522737
716.2977777745734	118.89339111641914	118.98584330813684	118.8025506777066	118.89457480960756
738.0807928272886	119.04754740759354	119.14042999891436	118.95618046564276	119.04863338884378
760.5262415207461	119.20035934098462	119.29366805299034	119.10847030393226	119.20134776818517
783.6542688315399	119.35183988693859	119.44557051386177	119.25943310952526	119.35273092588561
807.4856323562417	119.50201258028072	119.59616098000512	119.40909237070808	119.50280642055039
832.0417209415157	119.65088457007735	119.74544668072058	119.55745517080048	119.65158141473057
857.3445738807857	119.79847351866977	119.89344535277235	119.7045391329239	119.79907358865023
883.4169006946855	119.94479420102944	120.0401718272497	119.8503589653263	119.94529773007176
910.2821015130403	120.08986116087335	120.18564072251267	119.9949291696937	120.09026839831766
937.9642880766793	120.23368872896582	120.32986643119685	120.1382640199181	120.23399993605221
966.4883053779218	120.37629097655346	120.47286308308482	120.28037753667189	120.37650642306774
995.8797539591656	120.51768184102953	120.61464468029124	120.42128361397882	120.51780181525186
1026.1650128895844	120.65787499032274	120.75522495596944	120.56099587192368	120.6578997958065
1057.3712634405645	120.79688390399699	120.89461744000629	120.69952774018431	120.79681384722926
1089.5265134811182	120.93472190844983	121.03283551768281	120.83689249996564	120.93455730568765
1122.6596226151805	121.07140083202059	121.16989107920027	120.97310192658477	121.07114201686454
1156.8003280833443	121.2069373368637	121.30580083715797	121.10817264960383	121.20658464740569
1191.9792714522787	121.34134040210351	121.44057382776222	121.24211359280021	121.34089418722328
1228.228026115791	121.47462379242552	121.57422386013147	121.37493847922562	121.47408441212295
1265.5791256322084	121.60679989159053	121.7067633822377	121.50665965727883	121.60616770868545
1304.0660929235191	121.7378808569983	121.83820460100871	121.63728923603846	121.73715625224432
1343.7234703624706	121.86787869324786	121.96855955199095	121.76683917987097	121.86706204193946
1384.5868507746377	121.99680525849217	122.097840159765	121.89532130365846	121.99589695072089
1426.6929093832784	122.1246722207209	122.22605813833496	122.02274724548805	122.12367265671256
1470.079436725652	122.25149103840484	122.35322498697548	122.1491284107782	122.25040061856647
1514.785372570339	122.37727308489606	122.47935212104976	122.2744761320885	122.37609221447495
1560.8508408660075	122.5020295351337	122.6044507736267	122.39880156493841	122.50075863177652
1608.3171857529903	122.62577141925932	122.7285320018355	122.52211568581501	122.62441089799755
1657.2270086699941	122.74850961363805	122.85160673431368	122.64442934458076	122.74705990554403
1707.6242065892445	122.87025479740262	122.97368568708036	122.7657531661299	122.86871632716638
1759.5540114143837	122.99101760056634	123.09477953750894	122.88609776544821	122.98939080660283
1813.0630305764773	123.11080841962463	123.21489872068354	123.00547349427434	123.10909374328635
1868.199288864574	123.22963753969562	123.33405355250258	123.12389060031909	123.2278354198191
1925.0122715283512	123.34751513720579	123.4522542551389	123.24135922386172	123.34562601496975
1983.5529686915359	123.46445116078257	123.56951081451447	123.35788929253648	123.46247549574203
2043.8739211159666	123.58045553641244	123.68583318766916	123.47349068441927	123.57839378043954
2106.029267357362	123.69553794646149	123.80123110179514	123.5881730544368	123.69339054797732
2170.0747923551266	123.80970800361594	123.91571419893044	123.70194599262999	123.80747543122406
2236.067977499791	123.92297524515176	124.02929204864172	123.81481898162694	123.92065795567626
2304.0680522230455	124.03534898640716	124.1419740111557	123.92680132655622	124.03294744284628
2374.136047156642	124.14683842392039	124.25376930407445	124.03790218511176	124.14435309719639
2446.3348489078903	124.25745267595272	124.3646870917051	124.14813064703836	124.25488403140537
2520.7292565009193	124.36720073904245	124.47473638665362	124.25749567890651	124.364549249029
2597.386039534329	124.47609145168873	124.58392607501648	124.36600608510861	124.47335759186849
2676.3739981074664	124.58413362572928	124.69226498437199	124.47367065148286	124.58131786754747
2757.764024569083	124.69133579737577	124.79976168795392	124.58049788098118	124.68843860745892
2841.6291671438107	124.79770654296195	124.90642479064283	124.68649633544432	124.79472840969726
2928.0446954935414	124.90325224118244	125.01226071168294	124.79167234669036	124.90019363501682
3017.0881682725835	125.00798723096726	125.11728379165199	124.89604024230958	125.00484863209121
3108.839502737192	125.11191366520636	125.22149624300206	124.99960213750266	125.10869555148666
3203.3810464719704	125.2150416587676	125.32490818136341	125.10236812642066	125.21174450807952
3300.797651297515	125.31737917945911	125.42752762220347	125.20434614580589	125.31400347273507
3401.1767494256246	125.41893408303574	125.52936243284462	125.30554402730804	125.41548029785068
3504.6084319304377	125.51971419137651	125.63042047428289	125.40596957105865	125.51618281217202
3611.185529605923	125.61972715934878	125.73070941396816	125.50563039989227	125.61611866319188
3721.0036962822805	125.71898056051866	125.83023685632534	125.60453406758475	125.71529543109922
